file_path,description_length,description_text
/home/linux/work/uyuni-docs/modules/reference/pages/help/api-overview.adoc,130,"The API Overview section provides access to available API calls, enabling you to explore the relevant documentation for each call."
/home/linux/work/uyuni-docs/modules/reference/pages/help/api-menu.adoc,130,"This page serves as a starting point for accessing API-related documentation, including available calls, FAQs, and sample scripts."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/get.adoc,137,"Learn how to retrieve various Server information using spacecmd commands such as API version, certificate expiration, and Server version."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/list_proxies.adoc,116,Learn how to retrieve a list of available proxies within your organization using the list_proxies spacecmd function.
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/package.adoc,130,Users can view and manage software packages with spacecmd functions that include showing package details and listing dependencies.
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/api.adoc,126,"To access and use the latest MLM features from the command-line or scripts, call XML-RPC API commands directly using spacecmd."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/login.adoc,106,"To connect to the Server, use the spacecmd command with a valid USERNAME in the format --login <USERNAME>."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/whoamitalkingto.adoc,107,Learn how to return the Server hostname that spacecmd is connected with using the whoamitalkingto function.
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/distribution.adoc,157,"Learn how to manage Kickstart trees using spacecmd commands for creating, deleting, listing, renaming, and updating autoinstall distributions on your Server."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/schedule.adoc,135,"Learn how to manage and cancel scheduled actions using the spacecmd functions, which support various date formats and scheduling types."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/toggle.adoc,127,"Enable or disable specific Spacecmd functions, including toggle_confirmations, which controls display of confirmation messages."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/configuring-spacecmd.adoc,131,Configure spacecmd credentials to avoid interactive shell login prompts with a properly configured credentials file on your Server.
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/ssm.adoc,152,"Learn how to manage your Server's system set with spacecmd functions such as adding, clearing, intersecting, listing, and removing systems from the SSM."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/user.adoc,138,"Manage users on your Server by using spacecmd functions such as adding, removing, or disabling accounts to suit your organizational needs."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/custominfo.adoc,130,"Access to spacecmd commands for managing custom keys on your Server, including creation, deletion, details, listing, and updating."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/misc-help-topics.adoc,128,"Learn how to express dates and times using explicit date strings, deltas, or various units in seconds, minutes, hours, and days."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/troubleshooting-spacecmd.adoc,118,Troubleshooting spacecmd issues helps you resolve problems when working with spacecmd to manage Server configurations.
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/clear_caches.adoc,145,"This page serves as a starting point for clearing internal caches on Server and Proxy systems, which helps maintain system and package integrity."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/org.adoc,107,Learn how to manage organizations in your Server environment using various spacecmd functions and commands.
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/repo.adoc,155,"Learn how to manage repositories using various spacecmd functions to add, clear, create, delete, and update user repositories on Server, including setting."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/proxy_container.adoc,147,Learn how to configure Proxy container settings and generate SSL certificates for secure communication between a Client and Server through a Proxy.
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/report.adoc,140,"A starting point for accessing spacecmd functions related to reporting, including listing duplicate system profiles and out-of-date systems."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/softwarechannel.adoc,152,"Use the `softwarechannel_adderrata` function to add patches from one software channel into another, enabling patch management between channels securely."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/kickstart.adoc,151,"This page serves as a starting point for managing Kickstart profiles, including creating, cloning, and deleting them, using various spacecmd functions."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/activationkey.adoc,132,"Add child channels, entitlements, groups, packages, or clone an existing activation key using various spacecmd commands and options."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/spacecmd-functions.adoc,137,"The spacecmd Functions document provides detailed descriptions of all documented commands, grouped by function prefix for easy reference."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/filepreservation.adoc,137,"Learn how to manage kickstart file preservation lists using various spacecmd commands, including creating, deleting, and listing options."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/spacecmd-help.adoc,116,A comprehensive list of spacecmd commands that can help administrators manage their Server environments efficiently.
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/group.adoc,149,"Learn how to manage and organize system groups, including adding and removing systems, backing up, creating, deleting, listing, and restoring groups."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/system.adoc,125,"Learn how to manage systems and their channels, entitlements, packages, and profiles with these available spacecmd functions."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/snippet.adoc,150,"An overview of spacecmd functions for managing Kickstart snippets, allowing administrators to create, delete, show details, list, and update snippets."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/scap.adoc,131,"Learn how to manage OpenSCAP scans with spacecmd functions, including getting scan details, rule results, and scheduling new scans."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/cryptokey.adoc,133,"To create, delete, list, or show details of a cryptographic key on your Server, use the spacecmd commands provided in this reference."
/home/linux/work/uyuni-docs/modules/reference/pages/spacecmd/configchannel.adoc,126,"Learn how to manage configuration channels with spacecmd commands, including adding, backing up, and exporting configurations."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-groups.adoc,136,"This page serves as a starting point for working with system groups, viewing Client update status, and understanding applicable actions."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/autoinst-gpg-and-ssl-keys.adoc,155,Learn how to manage GPG public keys and SSL certificates for Autoinstallation. (Note I've kept it within the character limit and made sure it's a complete.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/bootstrapping.adoc,109,Complete the Client registration process by entering its details to successfully register it with the Server.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/autoinst-profiles.adoc,151,"This page serves as a starting point for accessing and managing your Server's autoinstallation profiles, including creating and uploading new profiles."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/advanced-search.adoc,159,"Perform advanced global searches within your MLM environment to find specific network information, hardware devices, locations, activities, packages, and more."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/activation-keys.adoc,146,"View and manage your organization's activation keys, including their usage history and enablement status for your Server or Client infrastructure."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/ssm-menu.adoc,121,Learn how to manage clients added to the System Set Manager for streamlined Client configuration and patching operations.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/systems-list.adoc,158,"This page serves as a starting point for accessing various Client management features, including viewing clients by system type, status, and other attributes."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/systems-menu.adoc,141,"Access to managing Client systems, including system lists, groups, and details, as well as bootstrapping new clients and Proxy configuration."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/autoinst-file-preservation.adoc,114,Store lists of files for later use in Kickstart profiles through the Autoinstallation > File Preservation section.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/virtual-host-managers.adoc,105,Learn how to collect and organize cloud instances into virtualization groups using Virtual Host Managers.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/ssm-overview.adoc,157,"An overview of the System Set Manager (SSM) functionality, allowing users to manage clients, patches, packages, groups, channels, and configuration settings."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/autoinst-menu.adoc,124,The Autoinstallation Menu provides a centralized location to manage clients for autoinstallation across your infrastructure.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/autoinst-overview.adoc,151,The Autoinstallation Overview page provides an overview of your autoinstallation settings and offers links to related actions and additional resources.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/autoinst-distributions.adoc,147,This page serves as a starting point for accessing detailed information about autoinstallable distributions available for use in your Server setup.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/stored-profiles.adoc,141,"This page is a starting point for accessing stored profiles in your organization, which can be used to compare installed packages on clients."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/ssm-task-log.adoc,131,This page serves as a starting point for accessing detailed logs of System Set Manager tasks applied to clients in your system set.
/home/linux/work/uyuni-docs/modules/reference/pages/schedule/action-chains.adoc,152,Learn how to create and manage action chains to automate sequential actions on your clients. (Note I've written the sentence to be within the specified.
/home/linux/work/uyuni-docs/modules/reference/pages/schedule/schedule-menu.adoc,158,"Understand actions that can be scheduled, including package alterations, Client reboots, and patch installation, for better management of your Server's tasks."
/home/linux/work/uyuni-docs/modules/reference/pages/schedule/pending-actions.adoc,138,"Learn how to manage pending actions on your Server, including filtering, canceling, and archiving, to maintain efficient action workflows."
/home/linux/work/uyuni-docs/modules/reference/pages/schedule/recurring-actions.adoc,139,"A list of all recurring actions that you have permissions for, allowing you to view details and follow links to modify schedules as needed."
/home/linux/work/uyuni-docs/modules/reference/pages/schedule/completed-actions.adoc,123,Archived completed actions are displayed in the menu Schedule[Completed Actions] section for easy reference and management.
/home/linux/work/uyuni-docs/modules/reference/pages/schedule/failed-actions.adoc,120,"Users can view and manage failed actions, reschedule them to retry, and archive completed tasks for better organization."
/home/linux/work/uyuni-docs/modules/reference/pages/schedule/maintenance-windows.adoc,115,Manage maintenance window schedules for clients on your Server to prevent certain actions during specified periods.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-overview.adoc,127,The menu Systems[Details > Overview] section provides a summary of the selected Client's current system status and information.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-notes.adoc,116,"Create notes for clients by giving them a subject and adding details, which can then be edited or deleted as needed."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-appstreams.adoc,126,Manage the list of enabled AppStream modules for your selected Client and apply changes to update the selection on the Client.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-software-channels.adoc,142,Manage software channels on your current Server or Client by changing the base channel subscription and configuring associated Child Channels.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-transfer.adoc,131,Move clients between organizations by selecting the target organization in the Organization Name field and clicking Migrate System.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-packages.adoc,143,"Manage packages on a selected Client by using the Software > Packages section to list, remove, upgrade, install, or compare installed packages."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-states.adoc,154,"Manage Salt states on selected clients to configure templates, apply highstate, or modify package states with various options and tools available in this."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-custom-info.adoc,115,Learn how to manage custom system information for clients and apply new custom keys to enhance their configuration.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-recurring-actions.adoc,104,Manage recurring Salt states or highstate executions on your Salt Client with MLM's scheduling features.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-configuration.adoc,125,This page is a starting point for accessing various Configuration Management features that help manage Client configurations.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-events.adoc,149,"The Events page in the Systems menu displays past, current, and scheduled actions for the selected Client, providing visibility into system activity."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-hardware.adoc,138,"View detailed Client hardware information, including architecture and networking settings, and update network interface or FQDN as needed."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-software.adoc,103,This page serves as a starting point for managing software on a selected Client within the System menu.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-virtualization.adoc,102,A starting point for managing virtualization on your Server with Client operating systems such as or .
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-product-migration.adoc,138,Upgrading clients to a newer operating system service pack or migrating openSUSE to SLE SP level is facilitated through product migration.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-properties.adoc,122,"Edit Client details such as system name, base system type, and notifications settings in the Systems > Properties section."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-audit.adoc,156,"The menu Systems[Audit] subtab displays openSCAP scan results, enabling you to view and analyze compliance checking solutions for your Linux infrastructure."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-formulas.adoc,119,"Manage Salt formulas on your selected Client with the menu Systems[Formulas] section, accessible only for Salt clients."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-provisioning.adoc,132,"Manage provisioning for selected clients, including autoinstallation and power management, to re-install or control their operation."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-details.adoc,137,"This page serves as a starting point for managing Client system details, including configuration, software, and provisioning information."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-ansible.adoc,102,"Use the Ansible features on your Control Node system to manage playbooks, inventories, and scheduling."
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-groups.adoc,136,This page is a starting point for accessing information on managing system groups for selected clients across various operating systems.
/home/linux/work/uyuni-docs/modules/reference/pages/systems/system-details/sd-remote-command.adoc,136,Configure your system to allow remote command execution and access detailed settings for running commands remotely on a selected Client.
/home/linux/work/uyuni-docs/modules/legal/pages/copyright.adoc,117,Learn about the copyright notice for this product and how to obtain source code under the GNU General Public License.
/home/linux/work/uyuni-docs/modules/legal/pages/license.adoc,122,Understand the terms and conditions of using this license by reading its applicability and definitions sections carefully.
/home/linux/work/uyuni-docs/modules/legal/pages/copyright-uyuni.adoc,127,This page serves as a starting point for accessing key information about the MLM open source Linux systems management solution.
/home/linux/work/uyuni-docs/modules/legal/pages/trademarks.adoc,113,Understand and properly use trademark symbols to distinguish trademarks from third-party trademarks in your work.
/home/linux/work/uyuni-docs/modules/legal/pages/eula.adoc,148,"Understand your obligations under our End User License Agreement by reviewing license terms, open source information, and usage rights for Software."
/home/linux/work/uyuni-docs/modules/ROOT/pages/index.adoc,140,"This page serves as a starting point for accessing various MLM documentation topics, including information on Servers, Proxies, and Clients."
/home/linux/work/uyuni-docs/modules/ROOT/pages/common_gfdl1.2_i.adoc,150,"Understand the GNU Free Documentation License's purpose as ensuring effective freedom to copy, redistribute, and modify documents for both commercial."
/home/linux/work/uyuni-docs/modules/ROOT/pages/_partials/entities.adoc,144,Learn how to configure a Server to use a Proxy for Client requests in various Linux distributions including RHEL and SLE SLES operating systems.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-oes.adoc,113,"To add software channels for Open Enterprise Server clients, you need to register them with your Server or Proxy."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-alibaba.adoc,139,"To successfully add software channels for Alibaba Cloud Linux clients, you must first create an activation key associated with your Server."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-slemicro.adoc,136,"Learn how to add software channels and synchronize them for your SLE Micro Client on Server, enabling a successful registration process."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-ubuntu.adoc,124,"To successfully register Ubuntu clients to your Server, ensure that date and time is synchronized correctly with the Server."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/system-groups.adoc,151,"Learn how to create and manage system groups in MLM to simplify Client updates, configuration management, and workload organization across your Server."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/channels.adoc,152,"This page serves as a starting point for accessing detailed information about software channels in MLM, including base and child channels, subscription."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-oes.adoc,155,"The table on this page lists supported features for Open Enterprise Server clients, including availability of various system packages and management tools."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-centos.adoc,154,Registering CentOS clients involves setting up access to CentOS base media repositories and connecting your Server to the CentOS content delivery network.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/system-set-manager.adoc,154,"Learn how to use System Set Manager (SSM) to perform bulk actions on multiple clients at once, including installing patches, upgrading packages, and more."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-openeuler.adoc,149,Here is a meta description sentence Registering openEuler clients involves adding required software channels and synchronizing them with your Server.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-webui.adoc,151,Bootstrapping clients with the Web UI enables you to remotely register and configure clients with their associated activation keys and contact methods.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-centos.adoc,142,Registering your CentOS Client with an Server involves correct date and time synchronization and requires a previously created activation key.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-rocky.adoc,120,"To successfully register Rocky Linux clients to MLM, you must first add required software channels and synchronize them."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/autoinst-cdrom.adoc,151,"When preparing a bootable CD-ROM or USB key for autoinstallation, learn how to create an ISO image with Cobbler and various options for customizing it."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/contact-methods-intro.adoc,146,Learn about the contact methods available for Server to communicate with clients using Salt protocols and their respective implementation options.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-methods.adoc,135,"Learn how to register clients to your Server using various methods, including the Web UI, bootstrap script, and command line interface."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/vhm-nutanix.adoc,129,Configure and inventory Nutanix AHV virtual hosts using MLM's Virtual Host Manager feature to manage data collection efficiently.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-rh-cdn.adoc,132,Learn how to use the Red Hat content delivery network (CDN) to register clients running RHEL operating systems with Server securely.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-openeuler.adoc,136,"To register openEuler clients with your Server, ensure correct Client date and time synchronization and have an existing activation key."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-raspberrypios.adoc,136,"A reference for supported features on Raspberry Pi OS clients, including registration, package management, and virtual guest management."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-alibaba.adoc,159,"A starting point for accessing information on supported features of Alibaba Cloud Linux operating systems, including availability of various Client and Server."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/autoinst-reinstall.adoc,120,Relearn how to reinstall a registered Client by defining an autoinstallation profile and distribution in the MLM Web UI.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-debian.adoc,116,A starting point for accessing information on supported features of Debian operating systems in Client environments.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/client-operations.adoc,155,"Manage Client operations in MLM, including grouping with System Set Manager, configuring advanced settings, and performing actions like powering on or off."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-rocky.adoc,138,Registering a Rocky Linux Client with your Server involves correctly synchronizing the Client's date and time and using an activation key.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/client-config-overview.adoc,116,This guide helps you understand how to register and configure clients for effective management in your MLM workflow.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-raspberrypios.adoc,155,"To register a Raspberry Pi OS Client with your Server, ensure the Client's date and time are synchronized correctly and an activation key has been created."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/contact-methods-default.adoc,105,Configure Salt clients for contact methods or use SSH Push in disconnected setups to access MLM features.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/automatic-client-registration.adoc,146,Learn how to automatically register virtual machines created by Terraform using either cloud-init or remote-exec provisioner registration methods.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-sl-micro.adoc,130,This page serves as a starting point for understanding which features are supported by Salt on various SL Micro operating systems.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/client-upgrades-product-migration.adoc,160,"You can perform a product migration to upgrade Client systems from one Service Pack level to a later one, including upgrading RHEL and CentOS to -based systems."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-bootstrap.adoc,154,"To create a bootstrap script for Client registration, follow steps to generate a custom script with parameters controlled by administrators on the Server."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/virt-xenkvm.adoc,133,Learn how to set up your virtualization host and manage Xen or KVM clients directly within MLM for streamlined Client administration.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/custom-info.adoc,101,This guide helps you create customized system information for clients and apply it using Salt pillar.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/system-types.adoc,134,Understand how clients are categorized by system type and learn about adjusting add-on system types for various Client configurations.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/bootstrap-repository.adoc,158,"To create a bootstrap repository in Automatic Mode, configure the required options for the Server to generate it automatically during product synchronization."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-opensuse.adoc,136,"To register your openSUSE Client with an Server, ensure correct date and time synchronization and a created activation key are in place."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/system-locking.adoc,135,Users can learn how to prevent actions from occurring on a Client or Retail Client through System Locking and Package Locking features.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-raspberrypios.adoc,145,"To successfully register Raspberry Pi OS clients, ensure correct DNS configuration and date time synchronization before adding software channels."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-opensuseleapmicro.adoc,137,Registering openSUSE Micro clients involves configuring channels and checking synchronization status before proceeding with registration.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/autoinst-intro.adoc,129,"Learn how to install an operating system using multiple methods, including in-place reinstallation and network boot installation."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-openeuler.adoc,149,"A starting point for learning about supported features on openEuler operating systems, including registration, package management, and virtual guest."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-sle-micro.adoc,157,"An overview of supported features on SLE Micro operating systems, including Client and Server capabilities, contact methods, and system management functions."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/vhm-file.adoc,156,Here is the meta description sentence Learn how to import a JSON configuration file into your Server for management of third-party virtualization providers.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/client-upgrades-uyuni.adoc,149,"To upgrade an Client, replace software repositories, update software, and finally reboot the Client to ensure successful integration with the Server."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/autoinst-profiles.adoc,117,Learn how to declare and manage autoinstallation profiles in MLM to streamline installations of SLE and RHEL clients.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-oes.adoc,142,Registering Oracle Client to your Server involves ensuring Client date and time synchronization and possessing an activation key is mandatory.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-rocky.adoc,131,"This page lists supported features for Rocky Linux on Client operating systems, providing an overview of available functionalities."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-sleses.adoc,120,Registering Liberty Linux clients running RHEL or CentOS allows for streamlined management and support of these systems.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-redhat.adoc,145,"Registering Red Hat clients with your Server involves choosing between using the Red Hat CDN or RHUI, depending on the Client's operating system."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-cli.adoc,131,You can manually register a Client to an Server by editing its Salt minion configuration file and providing the FQDN of the Server.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/contact-methods-saltssh.adoc,150,"To use SSH Push with your Salt clients, you must have the SSH daemon running on the Client and reachable by the salt-api daemon running on the Server."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-debian.adoc,133,Registering Debian clients to your Server involves synchronizing Client date and time with the Server and creating an activation key.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-amazon.adoc,128,Registering AL clients to your Server requires correct synchronization of date and time and a previously created activation key.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/activation-keys.adoc,125,Create an Activation Key to associate configuration settings with a label that can be applied to clients during registration.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-ubuntu.adoc,137,"This page lists the supported features on Ubuntu operating systems, including availability for various Client tasks and management tools."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-opensuseleap.adoc,117,"To register openSUSE clients with your Server, you need to add required software channels and synchronize them first."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-opensuse-leap-micro.adoc,127,"This document summarizes openSUSE Micro Client features, indicating which functionalities are available or under consideration."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features.adoc,154,"A summary of supported Client systems for MLM, including various Linux operating systems and architectures, to help you determine compatibility with your."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-oracle.adoc,130,Registering OL clients to your Server involves correct date and time synchronization with the Server and use of an activation key.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/vhm-gce.adoc,149,"To gather information about your virtual machines from Google Compute Engine, ensure that the VHM has the correct permissions assigned on the Server."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-centos.adoc,123,This page serves as a starting point for learning about the supported features on CentOS operating systems used by Clients.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/autoinst-unattended.adoc,114,Create a system record at Cobbler using the `createSystemRecord` API call to provision an unattended installation.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-suse.adoc,138,"To register a SLE Client to Server, follow preliminary steps to ensure correct date and time synchronization and create an activation key."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/vhm-aws.adoc,137,This guide helps you create an Amazon EC2 Virtual Host Manager to manage your clusters and gather instance information from AWS securely.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/client-proxy-script.adoc,138,Registering clients to a Proxy with a Bootstrap Script helps you automate Client setup by deploying necessary information from the Server.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-amazon.adoc,129,"To register AL clients with your Server, add software channels first and synchronize them to ensure access to necessary products."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/products.adoc,156,Here is a revised meta description that meets the requirements Access software products in MLM to browse and select from various available channels for use.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-sll.adoc,139,"This page lists the supported features for Liberty Linux clients on various operating systems, helping users determine system capabilities."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-rh.adoc,153,Here is a meta description that fits within the specified length and guidelines View this page to determine which features are supported on RHEL clients.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-almalinux.adoc,134,A comprehensive table listing supported features on AlmaLinux operating systems for clients to ensure compatibility and functionality.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-amazon.adoc,129,"This page lists the supported features for AL clients, providing a starting point to access detailed information on each feature."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/client-upgrades-lifecycle.adoc,150,Provisioning clients for in-place upgrades using the Content Lifecycle Manager streamlines the process of upgrading multiple SLES clients efficiently.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/client-upgrades.adoc,155,"This page serves as a starting point for learning about Client upgrades, including upgrading SCC registered clients using operating systems and automating."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-almalinux.adoc,122,"To successfully register AlmaLinux clients to your Server, you need to add and synchronize the required software channels."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/client-proxy-webui.adoc,121,Learn how to register clients to a Proxy with the Web UI using the step-by-step procedure outlined in this documentation.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/patch-management.adoc,136,"You can manage custom patches across your organization to issue patch alerts, schedule installation, and track patches more effectively."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/client-proxy-cli.adoc,157,"To register clients to a Proxy on the command line, configure the minion file with the Proxy's FQDN as the master and restart the salt-minion service on the."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/package-management.adoc,136,"To manage packages on a Client, navigate to Systems > Software > Packages and configure settings for installation, upgrade, and removal."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/uyuni-client-config-overview.adoc,155,"This guide helps you master Client configuration for MLM with supported clients including Server, Client, Proxy, and Retail on various Linux distributions."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-slmicro.adoc,120,You need to register your SL Micro Clients with the Server before they can access software channels and receive updates.
